1511589,1198933
1511589,41419
1511589,41419
1511589,2172225
1511589,41419
1511589,1666328
1735168,747608
1735168,434087
1735168,1735168
2418820,2390715
2418820,1387745
2418820,2417651
2418820,605199
2418820,152241
2418820,2418820
2418820,208587
2418820,2390715
263563,1446207
263563,2085201
263563,263563
263563,170325
263563,263563
1686611,1348066
1686611,874603
1295408,83930
1295408,392723
1295408,873896
1295408,594795
1295408,170731
1295408,594795
2416209,2093492
184197,1731181
184197,2081292
184197,202141
184197,2024551
184197,2081852
184197,2002000
184197,144544
184197,468770
184197,1810462
1770087,2401597
1770087,531983
1770087,309754
1770087,1652385
1770087,185100
1770087,1652385
1043159,2300144
1043159,812784
1043159,224095
1043159,555272
1043159,2207654
1043159,1554389
1043159,1285194
1043159,355817
1043159,1488802
1043159,812784
1043159,551185
1043159,1955921
1043159,949082
1043159,141053
1043159,1622415
1043159,663017
1043159,1546624
1043159,1168061
1043159,1457656
1043159,270923
1043159,875768
1043159,597481
1043159,1757449
1043159,1944052
1043159,253059
1043159,551185
1043159,2076655
2418853,737490
2416569,436549
2416569,436549
2416569,322792
2416569,306496
2062238,1196675
1809532,1167953
1809532,2349735
1809532,373223
1809532,373223
1809532,54248
1809532,373223
1809532,903026
1809532,1175298
1809532,2419305
1809532,143120
1809532,670208
1809532,233234
1809532,2336384
2179847,2179847
2179847,2368480
2179847,1224409
2179847,169190
2179847,1457492
2179847,2179847
2179847,123582
618531,1634450
618531,156114
618531,409241
618531,587132
618531,340544
618531,2422327
618531,1705186
1039307,294948
1039307,921508
1039307,199544
1039307,2420908
2414243,2231481
2414243,691710
1540861,704498
1540861,704498
1540861,2227430
1540861,2001842
1540861,2307037
1540861,45443
1540861,32667
1540861,1540861
1540861,608944
1540861,170808
1540861,32667
1540861,121760
364616,414981
364616,651811
364616,224855
364616,343479
364616,2397393
364616,395001
364616,656489
364616,2295899
364616,79416
364616,663192
364616,258600
364616,188008
364616,2419208
364616,1625598
364616,1391126
364616,646497
364616,529368
364616,189765
364616,550765
364616,755120
364616,1837110
364616,2422173
364616,1897182
364616,2417829
364616,2252561
364616,210067
364616,2425139
364616,2305791
2368480,2093492
2368480,2368480
2368480,1552557
2368480,2179847
2368480,2368028
2368480,2368028
2368480,2368480
309444,2320819
1190882,2113722
1190882,2272678
1190882,2039028
1190882,1431438
1190882,2304978
1190882,1091906
1190882,805115
1190882,1113531
1190882,1417584
1190882,2411205
1190882,1545303
1190882,602882
1190882,2107847
1190882,2099866
1190882,1190882
1190882,2424945
1190882,2453602
1190882,1539196
2038568,2415307
2038568,2416209
2038568,181951
2038568,1083794
2038568,2391395
1937243,1852642
1937243,1869
1937243,536520
1937243,562234
1937243,377249
1937243,157711
1937243,1937243
1937243,157711
183709,632468
183709,765751
183709,304082
183709,1427819
2092700,2092700
2092700,2300144
2092700,2300144
2092700,2092700
2092700,1608156
2092700,1043159
2092700,530366
2092700,2395453
2092700,1459045
2092700,1138491
2092700,838616
2092700,370115
2092700,2207654
2092700,2045486
2092700,2045486
2092700,221661
2092700,853185
2092700,327097
2092700,119134
2092700,1476587
2092700,373341
2092700,875768
2092700,1085342
2092700,854986
2092700,1593049
2092700,2008387
2092700,958853
2092700,958853
2092700,1288301
1954792,149002
1954792,291914
1954792,216205
1954792,109975
1156115,2241716
1156115,1731181
1156115,1156115
1156115,2333538
1156115,1736054
1774555,579802
1774555,97088
1774555,1211497
1774555,850259
1774555,202986
1774555,1517174
444819,571391
444819,910386
444819,805497
778770,216541
778770,153360
778770,535830
531199,657292
531199,544208
2418871,2418871
2418871,405824
2418863,167390
2418863,640163
2418863,1397423
2418863,2418863
1441340,198587
1441340,541023
1638910,268499
1638910,333622
1638910,279089
1638910,314485
762528,187919
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,995297
995297,917507
995297,917507
995297,917507
995297,508972
995297,1059017
995297,508906
995297,1059017
995297,508906
995297,508972
995297,1473570
995297,462764
995297,462764
995297,508906
995297,995297
995297,462764
995297,462764
995297,462764
995297,1473570
995297,995297
995297,508972
995297,1473570
995297,995297
995297,995297
995297,917507
995297,917507
995297,508972
995297,917507
995297,917507
995297,917507
995297,508972
995297,1473570
995297,1473570
995297,508972
995297,508972
995297,2118049
995297,504363
995297,508972
995297,995297
995297,508972
995297,917507
995297,995297
995297,995297
995297,508972
995297,917507
995297,504363
995297,917507
995297,504363
995297,995297
995297,508906
995297,995297
995297,1473570
995297,508906
995297,508906
995297,995297
995297,508972
995297,508906
995297,891202
995297,995297
995297,508972
995297,508906
995297,891202
995297,508972
995297,508906
995297,508972
995297,508906
995297,891202
995297,504363
995297,504363
995297,508906
995297,1473570
995297,508906
995297,508906
995297,508906
995297,917507
995297,917507
995297,508906
995297,508906
995297,1473570
995297,2407207
995297,917507
995297,917507
995297,917507
995297,462764
995297,824562
995297,1057229
995297,1057229
995297,1057229
995297,744476
995297,1057229
995297,1057229
995297,1057229
995297,744476
995297,1057229
995297,744476
995297,1057229
995297,744476
995297,1057229
995297,1057229
995297,1057229
995297,744476
995297,1057229
995297,1057229
995297,744476
995297,1057229
995297,1057229
995297,744476
995297,744476
995297,1057229
995297,1057229
995297,1057229
995297,744476
995297,1057229
995297,744476
995297,1057229
995297,508906
995297,1057229
995297,1057229
995297,849829
